Funding Rounds,Investment Amount (USD),Number of Investors,Growth Rate (%),Startup Age,Industry,Country,Investment-to-Valuation Ratio,Funding Rounds per Investor,Growth-Adjusted Investment,Valuation (USD)
0.8610871017053116,-0.786994957510071,1.7138959519972243,-0.44489727591449296,-0.06623482202580534,-0.6843919496295597,0.17671670012345386,-1.152166369221609,-0.3252673394373912,-0.6852481707006218,6621448041.824468
-1.19860138905847,0.2289412415490802,0.7328450349982407,0.06102926737149823,0.8052759941032133,1.495477937074351,1.20773595405259,-0.09333120017955213,-0.430547519321512,0.20544291037396364,8363214103.88975
1.5476499319599053,0.5994927169905392,0.9430702314980229,1.5732903459128407,-0.6472420327784844,0.18755600505200454,0.8640628694095446,-1.0544703124568833,-0.2280856349289721,1.779499006721066,15482697353.099028
-0.16875714367657918,1.120103123428853,1.29344555899766,-1.6493656052153431,-1.373501046219333,0.6235299823927867,-0.16695638451959152,-0.2003493811975064,-0.3720019647437852,-0.9876915346734585,12682527892.17541
1.2043685168326084,-0.5693041230984984,1.5737458209973696,1.6005270669271816,0.07901698066236443,0.18755600505200454,0.5203897847664992,-0.8514319776743675,-0.29754729207428493,0.30991515181287266,6887965942.865217
-0.855319973931173,1.0420585942446998,0.8729951659980956,-1.3495836562731864,1.2410314021677225,0.18755600505200454,0.8640628694095446,-0.003989740294964223,-0.40696853166549385,-0.6825467761699825,11462969525.297262
0.8610871017053116,-0.7771053600682503,-0.10805575100088817,0.05141630701349573,-0.7924938354666542,1.0595039597335687,0.5203897847664992,1.5982272858964555,-0.15054704090629728,-0.5043523559056908,2490393546.173328
0.5178056865780146,1.1754225067812853,-0.10805575100088817,-0.23074188127232287,0.8052759941032133,-0.6843919496295597,0.5203897847664992,-0.7348261566099409,-0.19254711266857943,0.5537024131480359,16303568856.291613
-0.855319973931173,1.0497546399610704,-1.4394819954995088,-0.7850892619171421,0.6600241914150434,-0.6843919496295597,-1.1979756384487277,0.4989138326806485,0.1182534183723088,-0.09575318160932403,9733266248.997322
1.5476499319599053,1.6927054457513933,0.38246970749860365,-1.2627109774823477,1.6767868102322319,0.6235299823927867,1.5514090386956354,-0.6780085722771081,-0.16138576910301525,-0.4577924379993804,18692791832.252808
0.5178056865780146,0.23996947228653878,-0.59858120950038,-1.2176724780272612,-1.0829974408429937,1.0595039597335687,1.20773595405259,-1.1468104800731977,-0.07148808229494255,-0.7259292323802616,13826645051.84505
-1.19860138905847,-0.5120446586967732,-0.4584310785005252,1.725139516012401,-1.373501046219333,-0.2484179722887776,-0.8543025538056822,-0.9476328229509486,-0.38044217055247354,0.439560452697519,7608269223.785214
-0.16875714367657918,-0.4474464519466921,-0.8088064060001623,0.06476764084405497,1.6767868102322319,1.0595039597335687,-0.5106294691626369,0.25854857274226195,-0.12654699989927884,-0.2676938093169536,4835268340.067286
0.5178056865780146,-0.9550174582590781,1.29344555899766,-1.2486475725141586,-0.6472420327784844,-0.2484179722887776,-1.541648723091773,-0.5478515640085494,-0.3261837046394773,-1.0027319626026898,3965453491.279286
-0.855319973931173,1.2221547504240196,-0.10805575100088817,-0.04898572339230971,0.36952058603870397,-0.6843919496295597,0.5203897847664992,-0.26804264874388833,-0.3605473997177083,0.7816338911041864,13491122379.383991
0.17452427145071772,0.45151674029251443,0.4525447729985311,0.7106161626743066,0.5147723887268737,0.18755600505200454,1.20773595405259,0.4528348952336511,-0.29754729207428493,0.8901640746256697,7743384208.769788
-1.19860138905847,0.06296733560326342,1.4335956899975149,1.1109781598066764,0.22426878335053418,1.495477937074351,-1.541648723091773,-0.9743869611564122,-0.44272145316565165,0.7905517235804483,11381431784.3641
-0.512038558803876,0.1688250203107453,0.24231957649874886,-1.369343630342414,-0.2114866247139751,-1.1203659269703419,-1.1979756384487277,-0.8857536296331,-0.3475128946880345,-0.8492365109879528,11492050840.25098
1.2043685168326084,0.6878108342508328,0.17224451099882146,-0.1550843228991539,-1.373501046219333,-0.2484179722887776,0.8640628694095446,-0.05981861026661322,-0.16254706140980643,0.3327383176546269,10200304017.1882
-1.5418828041857668,-1.3262704717771847,1.7138959519972243,0.24331947860473377,-0.6472420327784844,1.495477937074351,1.20773595405259,-1.1471177813707074,-0.46638758055865936,-0.8593817952590463,2805347516.8289385
